,Source,Restaurant Name,Author,Rating,Time,Review
173,Google,MADRAS RESTAURANT- True Taste of South India,satya garap,"Rated 5.0 out of 5,",a year ago,"Sambar & Dosa were delicious. I have never tried karam podi dosa, but to my surprise, it was yummy. They used less oil which is a very good thing. I felt that the quantity of chutneys can be a bit more....Overall greatly satisfied. Will defenetly recommand."
174,Google,MADRAS RESTAURANT- True Taste of South India,Meheroo Jamshedji,"Rated 5.0 out of 5,",2 years ago,Made a quick stop on our way home and requested vegetable biryani take out. The lady was extremely polite and obliging. The biryani was sufficient for three persons. Very generous and very tasty. Would like to visit this place again.
175,Google,MADRAS RESTAURANT- True Taste of South India,Jay Dhindsay,"Rated 5.0 out of 5,",3 years ago,Great food. May be the best South Indian food I had in a while.Tried Goat curry & Chicken 65... Very delicious.Service can be better.Ambiance is just ok. They need better interior designing ..For sure will go back whenever I think of spicy South Indian Food.
176,Google,MADRAS RESTAURANT- True Taste of South India,Nancy Arora,"Rated 1.0 out of 5,",3 years ago,"Pathetic experience of dining, food seemed stale. Especially the chutney which were full of preservatives and cirtous in nature. Like you are having canned chutney. No authentic taste. Have had better taste in South Indian nearby in Brampton. Not worth the hype. Don't know who wrote all these good reviews about the place. Waste of money. Never going again."
177,Google,MADRAS RESTAURANT- True Taste of South India,Siva Rama Krishna,"Rated 5.0 out of 5,",3 years ago,Came to this location after a very long time. Surprised to see the transformation in overall look and service standards. I think there is new management. Biryani and the Mutton curry were outstanding. Exactly the kind of spice level I was craving for. Properly cooked meat and the gravy was heavenly. I will tell all my friends to visit this place
178,Google,MADRAS RESTAURANT- True Taste of South India,ravdeep kaur,"Rated 4.0 out of 5,",a year ago,"Its nice south indian place .Positive environment & taste meets the expectations, also reasonable price, But is not cooperative they are not explaining things to customers properly which is a only bad thing i observe here, otherwise everything was quit good."
179,Google,MADRAS RESTAURANT- True Taste of South India,Deep jassal,"Rated 5.0 out of 5,",7 months ago,"Delicious food, excellent service would love to visit again!Love their signature dosa!!!!"
180,Google,MADRAS RESTAURANT- True Taste of South India,Soumita Negi,"Rated 5.0 out of 5,",2 years ago,"If you miss India/Hyderabad food GO HEAR! Love this place. It has been my all time go to. Delicious variety of dosas. I wish they had Lunch buffet.  They keep variety of dishes mutton, chicken, Idly, dosa. This place has the most delicious and perfect sambars, chutneys. Best part they don't charge for extra. I have tried so many restaurants, this place got me by heart.Family restaurant, Little small but when food is delicious who cares."
181,Google,MADRAS RESTAURANT- True Taste of South India,Manveet Singh,"Rated 5.0 out of 5,",2 years ago,"We tried their specialty Madras Dosa, Uttapam and Pao Bhaji.I’m not an Uttapam fan, but this was good.Madras Masala Dosa was amazing. Their sambar is simply lip smacking tasty.Pao Bhaji was to die for. It’s first bite made my heart skip a beat.Each dish was fresh and pipping hot as it should be.Definitely highly recommended."
182,Google,MADRAS RESTAURANT- True Taste of South India,Sunny Sharma,"Rated 5.0 out of 5,",a year ago,"This is the yummiest south Indian restaurant in Brampton (GTA) one can ever dream of! The combo thali is loaded with such a wonderful variety of veggies, rasam, sambar, raita along with sweet dish and not a single item tastes ordinary or average. We also enjoyed the mango lassi and wish we could sit inside and eat to enjoy the warm ambience as well. Definitely coming back here once eat-in opens."
183,Google,MADRAS RESTAURANT- True Taste of South India,Priya Choudhary,"Rated 5.0 out of 5,",4 years ago,"I must say that my experience in this restaurant gets better and better everytime I visit here. A few things that I noticed while having the yummiest South Indian food here; great location, nice vibe, ever ready to help and polite staff. The new owners are extremely welcoming and have a spark of doing better each day to help their customers. This restaurant is one of the genuine restaurants out there who serve the Best Taste of South Indian food. I am going to visit Madras everytime I get south Indian food cravings."
184,Google,MADRAS RESTAURANT- True Taste of South India,Mobil1 Lube Express Woodbridge,"Rated 5.0 out of 5,",a year ago,Just bought a couple Vege thali's and a chicken. The food was on point and service was great. Would come here again. Not your typical oily indian food. The Chicken gravy actually had chicken. This place is definitely under rated.
185,Google,MADRAS RESTAURANT- True Taste of South India,Kiran Kumar,"Rated 5.0 out of 5,",4 years ago,"Delicious Food. If someone looking for authentic South Indian food......This is the place. Visited this place couple of times. Was nervous when I saw the mixed reviews, But my opinion Food is great. I love the Masala Dosa here. Chicken Biryani and other chicken dishes can be better. Gets very busy during the weekends. I called ahead for take-out and the order was ready by the time I reached. Keep up the good work."
186,Google,MADRAS RESTAURANT- True Taste of South India,Venkatesh Venky,"Rated 5.0 out of 5,",3 years ago,"True taste of India!  Food served here is excellent . Service style was awesome.  Prices are economical. . Overall a great place to dine with family and friend. This place deserve the sixth star if allowed me to add one extra..,I definitely recommend it,  go check it out"
187,Google,MADRAS RESTAURANT- True Taste of South India,sri ram,"Rated 5.0 out of 5,",a year ago,"Best place for enjoying delicious South Indian food. I try different varieties whenever I visit the place, every item had satisfied my taste buds. Great customer service."
188,Google,MADRAS RESTAURANT- True Taste of South India,Sada Joshi,"Rated 4.0 out of 5,",3 years ago,"We had a Thali for lunch.  At $11 a plate it is reasonably good value for money, giving you a sampling of a full meal.  The portion size for rice was decent and one chapati was adequate for us but may be not for those with big appetite.  The most disappointing thing was the serving sizes of Rasam and Dal.  They came in tiny bowls, about two inch diameter.  The portion for spicy paneer was good.  Service was also good."
189,Google,MADRAS RESTAURANT- True Taste of South India,ADITYA G,"Rated 5.0 out of 5,",6 years ago,"Really good food.Definitely try the Chicken Biryani - super flavourful, just the right level of spice.The chicken 65 was also good. I was afraid that all the food would be too spicy, since I have a pretty low spice tolerance, but everything was an enjoyable level! Will definitely return.."
190,Google,MADRAS RESTAURANT- True Taste of South India,Gurleen Kaur,"Rated 5.0 out of 5,",4 years ago,"My family loves Dosa and Idli. We keep exploring different options and try out new places. I must say, Madras Restaurant won our hearts with their delicious food and quick service. We visited this place yesterday evening and it was busier than we thought. The person cleaning the tables welcomed us and offered a nice booth to seat. We realized it later that he was the owner. In spite of being busy, Our food came out real quick and it was delicious. We had a very good dining experience and will come back soon. Keep up the good work MADRAS"
191,Google,MADRAS RESTAURANT- True Taste of South India,Vikrant Singh Chhajjalwaddi,"Rated 1.0 out of 5,",2 years ago,I have lived in Chennai for 4 years and this restaurant's food taste is nowhere close to South India. Bought mix veg uthappam and chicken Biryani. Uthappam was below par and chicken Biryani is one of the worst I have had . Rates are high too. Save your money and go to Annalakshmi at bouvaird and main for a taste of South Indian food for chicken Biryani go to birayani culture located at Mount pleasant. Would never come back here again.
192,Google,MADRAS RESTAURANT- True Taste of South India,Tyler Chamber,"Rated 1.0 out of 5,",2 years ago,This wouldNot be a place to order or eat fromWe have order food fromThere just tonight and the food was hard as a rockWe returned it and left with fresh food as we were told.I get home and we almost break out teeth on the food!Not happy at all with my experience with this placeAnd on the other hand the tomato chutney was outdated and tasted bad and had bad smell to it!I will not ever recommend this place to anyone looking for good food to eatI don’t believe any person that works there has the food safe courseOr that the kitchen is up to health standardsI how ever am not going to stop with this memoI’m going to report it to the public heath and safetyAnd see to it the this Don’t happen to any other people everMy wife and I are expecting a little baby and this spoils food is not something that I would ever serve to the public ever!If my family gets sick over this food I will promise to have a lawsuit against them!SO TO EVERYONE THAT IS GOING TO OR THINKING OF EATING HERE DONT DO IT!!!!!!Don’t risk your heath for there bad food practice
193,Google,MADRAS RESTAURANT- True Taste of South India,amrita randhawa,"Rated 1.0 out of 5,",2 years ago,Just awful food. I've lived in south India and I know how dosas and chutneys are made and taste. I ordered a rava onion dosa and it came with raw onions sprinkled on the dosa instead of being cooked with the dosa batter. The masala inside it was bland and tasteless. I could taste the raw haldi that wasn't even cooked properly. The chutneys were just as fake as they could be. The so called coconut chutney was just yogurt with tadka and the other chutneys had already fermented to the point that they were not edible at all. The other dosa we ordered was mysore dosa and it was as tasteless as it could be. I think this is probably the worst indian place ever I've been to. We got sick as soon as we reached home. A complete waste of time and money. Never going back and never recommending it to anyone. Their neighbors (rajdhani) do a better job at basic food items at half the price than these guys. Sticking to guru laxmi or nilgiris from now on.
194,Google,MADRAS RESTAURANT- True Taste of South India,Matthew Crisostomo,"Rated 5.0 out of 5,",3 years ago,"Wow wow wow, this place is simply amazing. I started off with a mango lassi (first time ever) to drink and it was delicious! Then I ordered the chicken curry which is typically a pretty safe choice and man it left me speechless it was so good and the bread ( parotta ) was so soft. After the meal we were given their tea (chai I think?) its kind of a tea with milk and sugar but it was the best tea I ever had. The prices are really good too and the service is phenomenal. This is definitely a place I will come back for sure and sure and sure…..And the menu had lot of options to choose. Must try !!!"
195,Google,MADRAS RESTAURANT- True Taste of South India,sai sandeep gogada,"Rated 5.0 out of 5,",2 years ago,"One of the best restaurant in Brampton with high quality food and satisfying customer service. Being a south indian i remember of home when ever i taste here.Staff is frendly & best part of this restaurant is they understand individuals needs, modify accordingly which is perfect for most of the population.Hope you guys enjoy your meal there.Thank You"
196,Google,MADRAS RESTAURANT- True Taste of South India,Shan,"Rated 1.0 out of 5,",3 years ago,Very disappointed with the quality of food. Biriyani was refrigerated and served hot. There was a kind of odour and you could make out the food was just out from the refrigerator. Chatney and sambar also were same. Very much disappointed. Cannot compare this restaurant with south Indian restaurants. Will never ever go back here.  Wife says she has nausea after eating your masala dosa.
197,Google,MADRAS RESTAURANT- True Taste of South India,umal patel,"Rated 5.0 out of 5,",3 years ago,South Indian food is our family’s place and it was a lovely experience for all of us visiting there. Our standard order was a chili garlic dosa and rawa masala dosa. Sambhar is super yummy even the chutneys are fresh . Value for money highly recommend.
198,Google,MADRAS RESTAURANT- True Taste of South India,Thirumozhi Poyyamozhi,"Rated 1.0 out of 5,",a year ago,"Ordered Parota and they just heated and gave frozen parota  for $1.75 each, so disappointed guys...Instead I can get 5 pack for $2 and heat it at home.Suggestion for the restaurant - on your website please change your menu to Frozon parota instead of parota. I will be more clear for people when ordering."
199,Google,MADRAS RESTAURANT- True Taste of South India,Akash Madan,"Rated 1.0 out of 5,",6 months ago,Food quality is not great as previous. One star is for the girl who serves us.
200,Google,MADRAS RESTAURANT- True Taste of South India,Ali Jewellers,"Rated 5.0 out of 5,",3 years ago,"It was our first time visiting Madras Dosa in Brampton. I MUST SAY...it sure was a pleasant experience for our whole family. I was little concern about, my two girls will enjoy South Indian dishes. Must say, they were treated like princess. My 9 year loved the cheese dosa, Gulab Jamun believed or not the Masala tea was Her favourite. I will highly recommend to try it out, if you like South Indian dishes."
201,Google,MADRAS RESTAURANT- True Taste of South India,yashita gupte,"Rated 5.0 out of 5,",a week ago,Loved the Madras Special chicken curry !! Delicious !!!
202,Google,MADRAS RESTAURANT- True Taste of South India,CANADA Real Life,"Rated 3.0 out of 5,",4 years ago,The food is very tasty.especially dosa was nice.i order 4dosa and one chicken 65 .but the chicken was not really tasty it looks reheat from last night. I went to the restaurant the waiter told us to seat any seat even no greeting. She was busy wiping glasses.when I asked her glass for water she just bring disposable glasses I paid 42 dallor. For lunch I think they should serve properly.
203,Google,MADRAS RESTAURANT- True Taste of South India,Amar Singh,"Rated 5.0 out of 5,",3 years ago,"Had a new experience having  South Indian food. It was so delicious . The service is always on time  and they only serve quality food. It's a family restaurant.  I recommend , all of you to visit once , you will love it."
204,Google,MADRAS RESTAURANT- True Taste of South India,Kiran Mahay,"Rated 5.0 out of 5,",a year ago,I tried the madras special dosa and non veg thali which was delicious with good presentation.Overall service was very quick and staff was friendly.
205,Google,MADRAS RESTAURANT- True Taste of South India,Jordin Noel,"Rated 5.0 out of 5,",2 years ago,"Great authentic Indian food!! Vegetarian options as well. Food was hot, perfectly seasoned, and portions were generous for 2. Will definitely be ordering take-out from this spot when I'm in the area. You won't be disappointed!!"
206,Google,MADRAS RESTAURANT- True Taste of South India,Ashamdeep Singh Cheema,"Rated 4.0 out of 5,",4 years ago,"I have often been to this restaurant. Each time I had different experience with their food. At times its amazing, at other times mediocre. This time we went we ordered dosas and curd vadas. Good taste. Nothing exceptional that we've had before. That's why deducting one star. Would still recommend this to anyone looking for South Indian food."
207,Google,MADRAS RESTAURANT- True Taste of South India,C S,"Rated 4.0 out of 5,",3 years ago,"Top Class Customer Service. Delighted with the way they treat you. Ordered Idly, Masala Dosa & Butter Chicken. I will give 5 Stars for the Quality & Appearance and 4 Stars for the taste. Keep up the good work ""Madras Restaurant"" & build on a better taste."
208,Google,MADRAS RESTAURANT- True Taste of South India,Nandini Seth,"Rated 5.0 out of 5,",3 years ago,"Delicious and authentic South Indian food! Definitely one of the best places in Brampton area for sure! Good service & I really liked the food here.We ordered Coffee, Hyderabadi Chicken 65, Thali and Madras Dosa.Coffee was served in a real South Indian style glass and steel saucer. It was Filter Coffee and was really good.Chutneys and sambar were just Wow. They even gave us extra sambar at no chargeThe whole Thali was fantastic. It is a relief to find a good Thali with so many options at that price. Chicken curry in Thali was superbI have a suggestion for management. Please adjust the spice levels as some items were spicy for us.Food - 9Service - 8Ambience - 7Experience - 8"
209,Google,MADRAS RESTAURANT- True Taste of South India,Ravinder Gandhi,"Rated 5.0 out of 5,",3 years ago,"Delicious South Indian food. Highly recommend to all the south Indian food lovers. A good place to go with your family or friends for a quality meal. Didn't had to wait too long for the food, it was great. Overall a great place."
210,Google,MADRAS RESTAURANT- True Taste of South India,Noor Amirzada,"Rated 5.0 out of 5,",3 years ago,"There is something about their Food that makes us come here on a regular basis. One of the best place to have Indian food -Best Dosa, Sambar and Coconut chutney. Yesterday we tried Mutton curry and I would like to rate it a SEVEN star. Good portion size and tasted amazing. Why don't you introduce Mutton Biryani?????"
211,Google,MADRAS RESTAURANT- True Taste of South India,Kartheek Koti,"Rated 5.0 out of 5,",a year ago,"Great and tasty food... Good varieties... I felt it little costly, but worth it.... Clean sanitized ambiance... Kind service... Overall highly recommend and must try Restaurant..."
212,Google,MADRAS RESTAURANT- True Taste of South India,Shankar,"Rated 5.0 out of 5,",a year ago,"Dosa, Masala Dosa, Idli, Vada … you name it, it’s all deliciously good with multiple servings of sambar and chutney. 😋 Add to that, a highly pleasant customer service."
213,Google,MADRAS RESTAURANT- True Taste of South India,Taabish Naqvi,"Rated 1.0 out of 5,",3 years ago,"Severely disappointed. Pathetic non veg thali. I used to be a regular client and I would go there almost every weekend. But yesterday when I told the manager about the tasteless food then he started justifying that’s it was the same chef and expected me to be visiting again! Seriously ?? Do you think after eating almost nothing from the so called Thali, and paying 25$ for a stale food, I will visit again. The quantity and pricing is pure absurd and disproportionate. It was my last visit to Madras."
214,Google,MADRAS RESTAURANT- True Taste of South India,Priya B,"Rated 1.0 out of 5,",3 years ago,"We walked in with high hopes however we had an overall terrible experience. We ordered mango shakes and the straw that came along with mine was bare whereas  my friends had a plastic covering, it's okay whatever about that. Then there were fruit flies everywhere landing on the food and overall being a huge nuisance. Not only this, here was a hair in my cousins masala dosa which they kindly took back and made a new one, however still charged us full price. Another annoying thing was that we had no napkins so we wanted to ask the lady for some, however she was too busy talking on the phone even though she saw us requesting for help, she ignored us. Overall terrible experience which sucks because I had such high hopes."
215,Google,MADRAS RESTAURANT- True Taste of South India,Mohan Kannikanti,"Rated 5.0 out of 5,",2 years ago,"excellent eating experience .....from walking in the door and being greeted by employee, seated and drink order was taken was maybe 5 mins. meal was served hot and with excellent taste.....the food was absolutely delicious and the staff were friendly and cooperative . I definitely recommend this place for good food."
216,Google,MADRAS RESTAURANT- True Taste of South India,Dave S,"Rated 5.0 out of 5,",3 years ago,The butter chicken dosa was amazing! I went there last weekend with my family and had a wonder experience. The service from the minute you entre is outstanding. The resturant overall is clean and the food is delicious. I would definitely return and reccommend this to anyone looking to get some delicious indian food!
217,Google,MADRAS RESTAURANT- True Taste of South India,MiNaL C,"Rated 5.0 out of 5,",4 years ago,One of the best places to have authentic and delicious South-Indian delicacies. Their specialty dosas and chicken 65 were the best among all.  This restaurant is economical with great food and quick service. The staff is welcoming and really nice. Would definitely visit again.
218,Google,MADRAS RESTAURANT- True Taste of South India,Pratima Parashar,"Rated 1.0 out of 5,",4 years ago,"I would not even give one star if possible. I am a vegetarian and it's Tuesday today. I was served sambhar with a  big plum size chicken piece in it.  No one came to talk or apologize from management or kitchen  even after asking several times. The girl who was serving kept saying sorry but it's not her fault. I am so disgusted that I didn't eat and left the place. But I asked for my money back and got it.So if you're vegetarian, don't even think of going there. I think they just mix the left over food and serve it."
219,Google,MADRAS RESTAURANT- True Taste of South India,Abhishek Varma,"Rated 5.0 out of 5,",3 years ago,"Their dosas are amazing and they have so many varieties as well. I like their chettinadu kara masala dosa. Even the butter masala dosa is awesome. And, if you are a Biryani lover then, please try their chicken Biryani. It comes with a special gravy and raita. For starters, I have enjoyed chicken 65.The ambience is great with pictures of famous South Indian personalities. They have sofa seats which are my favorite."
220,Google,MADRAS RESTAURANT- True Taste of South India,Aman Sharma,"Rated 5.0 out of 5,",a year ago,Totally a safe place to take away food from Madras Restaurant. proper sanitization and social distancing is maintained while take away during this pandemic time . Also the food  is amazing :)
221,Google,MADRAS RESTAURANT- True Taste of South India,Nishit garg,"Rated 3.0 out of 5,",3 years ago,"Coming here for more than year now. Just one suggestion if two people  are coming together try to bring their order together. Each time I come my order comes first and my friend order comes almost after 15 to 20 min. The whole point to go outside for dinner is to eat together not like one is eating and other person on same table is watching them. I understand few dishes take more time to prepare but again if possible please bring dishes together. Many restaurants does that, they bring the food for everyone on the table at same time. Thanks"
222,Google,MADRAS RESTAURANT- True Taste of South India,Sridhar Sri,"Rated 5.0 out of 5,",3 years ago,"""Fantastic authentic South Indian delicacies""We loved this place great food and great atmosphere!!!Everything on the menu is very good, specially dosa's a wide range of choices unlikely to find in other places. Staff are very friendly and helpful, reasonable pricing.Would recommend this place to everyone..."
223,Google,MADRAS RESTAURANT- True Taste of South India,Rajesh Chowdary,"Rated 5.0 out of 5,",a year ago,Excellent food. Try their signature dishes than going for routine items. All Dishes taste very Southern. Mutton dishes were cooked well and tender to eat. I wish they had some seafood varities as well. Kudos to the chef !!!!!!!
224,Google,MADRAS RESTAURANT- True Taste of South India,Gurjyot Singh,"Rated 5.0 out of 5,",10 months ago,An amazing restaurant and staff . A best place to have dosas.
225,Google,MADRAS RESTAURANT- True Taste of South India,Dinesh Chinnaswamy,"Rated 5.0 out of 5,",3 years ago,Great Dosa varieties and good taste. Especially the education part for those are new to South Indian traditional food is helpful.Always fresh and crispy Dosas.The coffee brings back to my home town coffee experience
226,Google,MADRAS RESTAURANT- True Taste of South India,Narshimha Krishnan,"Rated 5.0 out of 5,",3 years ago,Had perfect spicy food after a long time in Canada. We came all the way from Malton after a friend recommendation. Absolutely worth the drive and we enjoyed all the dishes that we ordered. Top winner is the Chicken Masala Dosa. Just loved it. Highly recommend. Great food at reasonable prices.
227,Google,MADRAS RESTAURANT- True Taste of South India,Dilpreet Singh,"Rated 5.0 out of 5,",4 years ago,"Had family come from overseas and was so embarrassed that I brought them here. Food was not authenticand service was very bad I don't know how they still open. Washrooms unsanitary smelled really bad. I've read the comments I'm not surprised they barely pass 3 star mark (that a very generous rating) Do not waste time or your money. Bad food, service and hygiene. Wish I had more thumbs to point down. **** gave 5 star rating so poeple see review **"
228,Google,MADRAS RESTAURANT- True Taste of South India,Harshdeep Singh,"Rated 4.0 out of 5,",4 months ago,Order their spring roll dosa for the biggest surprise of your life
229,Google,MADRAS RESTAURANT- True Taste of South India,Shubham Mehta,"Rated 5.0 out of 5,",11 months ago,"Dosa, idli and wada, mind blowing taste and also chai at the end of food makes it perfect dine-in.Great service as well.Music choice is also good 👍😊"
230,Google,MADRAS RESTAURANT- True Taste of South India,Prasad BG,"Rated 1.0 out of 5,",9 months ago,I ordered masala tea and to my surprise a so called south Indian restaurant served me with tasty chai Patti.
231,Google,MADRAS RESTAURANT- True Taste of South India,MKL FLAVOURS,"Rated 5.0 out of 5,",4 years ago,"I am a foodie and love visiting different restaurants to try the food. We recently moved to this neighborhood and were craving for Dosa. Madras Restaurant reminded me of my childhood and my Mom's dosa. Very distinct taste profile and a true touch of South Indian flavour. Not too spicy-Just right. Food was hot, fresh and yummy. sambhar and Chutney were great. Even ordered some food to take home. There are lot of places offering Dosa's, This Restaurant for sure has its identity and truely sticking to the roots of South Indian ethnicity. I would highly recommend this place all my friends and family. Will be back soon to try other menu options"
232,Google,MADRAS RESTAURANT- True Taste of South India,Kiran A,"Rated 1.0 out of 5,",4 years ago,I placed an order online today around 11:40am for our work staff and even got a confirmation email saying the order would be ready in 15min. I went around 12pm to pick up the order to only find out they did not receive the order. I asked how is that possible when I got an email confirmation and I was told that the manager gets the e-mail and is suppose to let them know but they were not told anything. When I was telling them my order I was told that it will take 30min which means an hour. I have ordered from this place a few times via phone and have been told my order will be ready in 20min  and it never is. I have to wait their for another 20 min. I placed the order according to our lunch break. Clearly this online ordering is not working so it needs be removed from your website or changes need to be made or the manager needs to do their job properly. It was really disappointing especially since this was a work lunch and I ended up just ordering pizza.  I will not be coming back to this place
233,Google,MADRAS RESTAURANT- True Taste of South India,Supriyaa Davar,"Rated 3.0 out of 5,",10 months ago,Didn't enjoy the food. Not my taste.Rasam had vegetables and sambar had none.The vada was too oily.
234,Google,MADRAS RESTAURANT- True Taste of South India,Sukhbeer Singh,"Rated 1.0 out of 5,",6 years ago,"Don't believe the good reviews. Most garabge place in GTA to eat dosa. Restaraunt has zero ambiance . Service is bad, sambhar tastes very diluted, coconut chutney was very watery (it was like 30% coconut and 70% water), idlies tasted like frozen ones u buy from grocery store. Mango shake tastes like it was made with some sort of powdery mix, very artificial taste. Dosas were only good thing and yet they were not anything all that great.  Overall service is garbage too, nobody was standing at cash when he had to pay for the food, we had to wait 10 min for somebody to come. If you want good dosa, I recommend taking a trip to Udupi Madras cafe in missisauga, service and all the food there is amazing, much much better than this impostor of a south indian restaurant."
235,Google,MADRAS RESTAURANT- True Taste of South India,Joti Plaha,"Rated 5.0 out of 5,",a year ago,"Everyone I go here the food is amazing, very consistent service. I'll definitely be exploring there menu some more."
236,Google,MADRAS RESTAURANT- True Taste of South India,Misha Payne,"Rated 1.0 out of 5,",5 years ago,"It says on their wall to not compare them to another restaurant because everyone has a different way of cooking. Fine. I will compare them to what they used to be.A week ago, my family and I decided to go to a south Indian restaurant we used to love. The music used to be great, and the staff was polite, and the food used to be mouthwatering. This time, however, there seems a change in management. Now, you have to pay for the service before even receiving any. The staff are unsmiling, and the food is subpar, and the music blaring in your ears while you try to eat and have a conversation with your family. It was also very disappointing to see non-vegetarian options including a bizarre combination of dosa and butter chicken. The barely-there masala in my masala dosa was ultra bland, and their sambar came in the smallest bowl ever (most probably taken form a child's play set)."
237,Google,MADRAS RESTAURANT- True Taste of South India,B G,"Rated 5.0 out of 5,",a year ago,Nice to see that this Restaurant following all safety measures. Felt safe ordering food from here. They kept restaurant well sanitized and clean.  Coming to the Food – just delicious !!!!. We ate in our car right in the parking lot. Dont forget to ask for napkings and cutlery as they dont provide. Will be back to try other items
238,Google,MADRAS RESTAURANT- True Taste of South India,Arifur Rahman,"Rated 5.0 out of 5,",2 years ago,"Masala dosa was fantastic, unlike most restaurants, it's less greasy, more tasty and the mint chutney and sambar were exceptional. Idly is fluffy and soft, the vada is crispy on the outside and soft on the inside. Masala chai and coffee both highly recommend"
239,Google,MADRAS RESTAURANT- True Taste of South India,Anshuman Singh,"Rated 1.0 out of 5,",3 years ago,"Had a terrible experience today at this place. Had visited this place many times before and had found it pretty decent, but today's experience completely changed my view.We order a plate of idly. The chutney was stale and  smelled bad. I told the lady about it and she refused to accept it. Even after I made her smell, she gave an excuse that sometimes the tomatoes are not fresh and what not.Ordered 4 dosas. Dosas had the same batter.  There was too much salt in it. So with that said all the dosas had too much salt. Called the lady and expressed the concern. Being consistent she refused to accept it. She even went on to say that they didn't add any salt to it. But as a goodwill gesture and good hospitality she offers me 1 free dosa. I didn't get what she wanted us to do. 4 ppl sharing one dosa and pay for 4, that we didnt even eat much? Said no to it, paid the bill in full and left. Thy lady didn't show up till we were out. Couldn't have had any worst food experience and customer service.Will never recommend this place.My Response to your response from Nov 26th:Just because none of the customers reported, that does not mean, i being a customer has to be wrong.Staff didn't offer to replace the meal. they offered me one dosa in replacement for 4. (get your facts right)I still didn't get what inappropriate behavior and gestures i made? even after not liking the food and leaving it on the plates as is, i had the courtesy to pay the bill in full. also, i was with my parents and daughter. i cant be behaving inappropriately in front of them, that too with a lady who is elder to me. i did get annoyed and so was your waitress, coz she could not take the negative review and got offended badly.I did not threaten to write the review. i said it to her and wrote it. this is not threatening, this is called sticking to word.Using this platform, for what? this is called right to speak. i gave you my money, my time. It was my parents marriage anniversary yesterday. my dad was specially dressed to have a good evening. Not only did our  evening got spoilt, we left your place hungry. you are still in a win win situation. but who gave you the right to spoil our precious moments?But irony is, you still rate your customers last. there is no sense of apology or even an attempt to see, if there could have been something wrong from your side. you preferred to believe your chef and waitress before even knowing or listening my side of story."
240,Google,MADRAS RESTAURANT- True Taste of South India,G S,"Rated 5.0 out of 5,",3 years ago,Been to this place twice.  Enjoyed quality food with unique flavors. My kid is a bit choosy however he gets all happy after having chicken biryani from here. He recommended to give 10 stars 😃
241,Google,MADRAS RESTAURANT- True Taste of South India,kirpal thind,"Rated 1.0 out of 5,",6 years ago,"Currently at the restaurant. Awful management. Its a restuarant, yet you have to go to the front and place an order. Thats not a big deal ... Worst part is, you have to pay for your food in advance.Food tasted very bland and not even close to what south indian food shall taste like.I had a hair in my dosa. And i will not get a refund for what i paid, instead i will be forced to eat the replacement.There is also a very rude note on the front wall saying: ""we follow our own style of preparing food. There is no point in comparing our food with other restaurants"".What kind of a restaurant is this?Will never come here again and wont even reccomend to try this place."
242,Google,MADRAS RESTAURANT- True Taste of South India,Arsh Saiyed,"Rated 5.0 out of 5,",2 years ago,The BEST place for South Indian food. Specially loved its Madras Special Masala Dosa(Signature  Dosa)n also liked all three types of chutneys they served with Dosa.Medu Vada and Idli was also too good.Overall it's very very good place.Must visit.😋😋😊👍
243,Google,MADRAS RESTAURANT- True Taste of South India,Shiva Shankar,"Rated 5.0 out of 5,",a year ago,Great place to have authentic South Indian food. Loved it absolutely. Tried Madras Special Masala Dosa and Chettinadu Kara Masala Dosa.  Amazing and incredible value for money.
244,Google,MADRAS RESTAURANT- True Taste of South India,Sai Raj,"Rated 5.0 out of 5,",3 years ago,Pepper chicken and goat curry is simply awesome. I felt like I'm having food in India. The atmosphere in the restaurant is moulded in that way! I really really appreciate the idea of planning this restaurant!
245,Google,MADRAS RESTAURANT- True Taste of South India,Jaideep Singh,"Rated 1.0 out of 5,",4 years ago,Very very very poor service. No one looks after you because you pay before you eat so they don’t care about you. You have to grab water from other tables because no one comes when you call them. Dosas came one by one instead of together so my family was done eating before I started. It is very congested inside and they don’t have proper heating so you have to keep jacket on at all times. I definitely do not reccomend this restaurant as it is a big wastage of money in its current state
246,Google,MADRAS RESTAURANT- True Taste of South India,Pranay Lanka,"Rated 5.0 out of 5,",2 years ago,"Wow! Just wow! What a taste.. Their food is just awesome man😍. Once, u taste the south Indian food here, there's no going back.... And kudos to them for their service👏Definitely a place to revisit👍"
247,Google,MADRAS RESTAURANT- True Taste of South India,Fem Gandhi,"Rated 3.0 out of 5,",2 years ago,"Poor service. Table was not set upon seating.  Had to clean dirty chair myself before sitting down. I had to grab water/cups from next table. Had to ask for spoons. 30+ min wait for food, when few others who arrived after us were served first.  Food was not bad."
248,Google,MADRAS RESTAURANT- True Taste of South India,Harsimran Kaur Walia,"Rated 1.0 out of 5,",2 years ago,Worst experience worst owner. Need had this kind of experience. But it was quite expected. What else can you expect from an Indian owner. This is wot they are good at. They offer you ji. Make you work and and after they have taken work they say don't came to job. And the work environment is pathetic. They should be more curtious and human. If you dnt need PPL to work dnt offer jobs. And they make PPL work at Cad 8-9. Worst owner i had to work with never been treated the way he did. He dnt know how to run business.
